100.0,1.0,100.0,99.0,451.7159040362959,451.7159040362959,0.0,0.0,785.4,72.0,0.0,0.5974302996376389,408.695034056,187100.18,21167.92,0.0
10.0,1.0,10.0,9.0,684.5284031572633,684.5284031572633,0.0,0.0,784.9,72.0,0.0,0.6649374563688711,382.8181842666667,9712.7,1840.1,0.0
25.0,1.0,25.0,24.0,516.7063686613734,516.7063686613734,0.0,0.0,785.16,72.0,0.0,0.5598823749030851,332.28211004444444,37256.8,5692.4,0.0
2.0,1.0,2.0,1.0,619.2851562722627,619.2851562722627,0.0,0.0,785.0,72.0,0.0,0.7864423539326126,326.59419288888887,1486.5,176.5,0.0
2.0,1.0,2.0,1.0,607.2467701291578,607.2467701291578,0.0,0.0,785.0,72.0,0.0,0.7828988740407283,329.5629826666666,1514.0,179.0,0.0
50.0,1.0,50.0,49.0,519.8767178041195,519.8767178041195,0.0,0.0,785.08,72.0,0.0,0.5818944052257387,394.0290426044443,77433.58,10146.18,0.0
75.0,1.0,75.0,74.0,526.1063043288246,526.1063043288246,0.0,0.0,785.08,72.0,0.0,0.6407161602073486,409.76296663940735,115295.94666666667,17039.706666666665,0.0
100.0,1.0,100.0,99.0,521.5726485902003,521.5726485902003,0.0,0.0,785.75,72.0,0.0,0.67268786578949,429.92349967999996,158536.18,23713.4,0.0
10.0,1.0,10.0,9.0,736.1683116067073,736.1683116067073,0.0,0.0,785.5,72.0,0.0,0.6668487548775562,383.4265083555556,9868.0,2055.9,0.0
125.0,1.0,125.0,124.0,455.96955941932015,455.96955941932015,0.0,0.0,785.496,72.0,0.0,0.6685049039555087,430.0431462101334,226937.184,34902.616,0.0
25.0,1.0,25.0,24.0,540.5409152389065,540.5409152389065,0.0,0.0,785.28,72.0,0.0,0.5607364696074127,349.5659595271111,36679.8,6007.8,0.0
2.0,1.0,2.0,1.0,899.043482575053,899.043482575053,0.0,0.0,785.0,72.0,0.0,0.7885028903099274,407.8817955555556,1293.5,204.5,0.0
2.0,1.0,2.0,1.0,890.50583723715,890.50583723715,0.0,0.0,786.0,72.0,0.0,0.7867194102664026,384.97556977777776,1298.0,201.0,0.0
50.0,1.0,50.0,49.0,533.8435468472959,533.8435468472959,0.0,0.0,785.06,72.0,0.0,0.5811797224609023,395.1248347911112,77275.86,10531.64,0.0
75.0,1.0,75.0,74.0,528.5065173441427,528.5065173441427,0.0,0.0,785.2,72.0,0.0,0.6311862290398151,420.4692227223703,117432.96,17754.306666666667,0.0
100.0,1.0,100.0,99.0,525.8008086276899,525.8008086276899,0.0,0.0,785.38,72.0,0.0,0.6784272599850253,437.3173947946663,157432.46,23954.53,0.0
10.0,1.0,10.0,9.0,746.3735906857754,746.3735906857754,0.0,0.0,785.2,72.0,0.0,0.6641808148346838,382.07462924444445,9851.5,2063.8,0.0
125.0,1.0,125.0,124.0,449.7963293312526,449.7963293312526,0.0,0.0,785.752,72.0,0.0,0.6756044845765489,427.1388810382223,231042.248,35472.912,0.0
25.0,1.0,25.0,24.0,552.0358907775758,552.0358907775758,0.0,0.0,785.28,72.0,0.0,0.5722949434713756,332.1242350186666,35984.6,6094.2,0.0
2.0,1.0,2.0,1.0,955.5910731766105,955.5910731766105,0.0,0.0,785.5,72.0,0.0,0.787581684445483,399.4750462222222,1235.0,221.5,0.0
2.0,1.0,2.0,1.0,957.5615455524508,957.5615455524508,0.0,0.0,785.0,72.0,0.0,0.789540249051478,402.7345992888889,1244.0,222.0,0.0
50.0,1.0,50.0,49.0,528.6913228397572,528.6913228397572,0.0,0.0,785.26,72.0,0.0,0.5830060864680076,388.08384974577785,79957.44,10554.78,0.0
